ID	Result	NatureCode	CallRecived	Address
2017-004346	11	321	2017/1/12 1:33:33	802 30TH STREET
2017-004347	1	622	2017/1/12 1:35:00	6301 NORTHWEST TRENTON AVENUE
2017-004348	1	711	2017/1/12 1:41:51	901 SEAVIEW AVENUE
2017-004349	1	611	2017/1/12 1:47:21	7705 BASELINE ROAD
2017-004350	11	321	2017/1/12 1:50:39	4727 SOUTHEAST 77TH AVENUE
2017-004351	1	324	2017/1/12 1:53:01	SOUTHEAST GRANT STREET
2017-004352	11	321	2017/1/12 1:55:42	3002 NORTHEAST 52ND AVENUE
2017-004353	11	321	2017/1/12 1:57:17	800 OCCIDENTAL AVENUE SOUTH
2017-004354	11	321	2017/1/12 2:00:32	7401 NORTHWEST ELGIN AVENUE
2017-004355	1	322	2017/1/12 2:08:15	4124 SOUTHEAST 82ND AVENUE
2017-004356	1	324	2017/1/12 2:08:40	SERVICE ROAD
2017-004357	1	324	2017/1/12 2:24:07	EAST KAMEHAMEHA AVENUE
2017-004358	1	551	2017/1/12 2:30:52	1901 BEACH WALK
2017-004359	11	321	2017/1/12 2:32:21	3301 HAVENS CORNERS ROAD
2017-004360	1000	611	2017/1/12 2:35:21	8202 DOLE STREET
2017-004361	1	740	2017/1/12 2:37:57	5601 GEORGE J KING BOULEVARD
2017-004362	10	300	2017/1/12 2:41:29	801 SOUTHEAST 6TH AVENUE
2017-004363	1	324	2017/1/12 2:45:17	SERVICE ROAD
2017-004364	1	324	2017/1/12 2:48:02	LAUGEVOLDVEIEN
2017-004365	11	321	2017/1/12 2:54:44	701 WEST COCOA BEACH CAUSEWAY
2017-004366	1	550	2017/1/12 2:56:56	4545 SIOUX DRIVE
2017-004367	10	311	2017/1/12 2:57:41	7501 11TH AVENUE NORTHWEST
2017-004368	1	611	2017/1/12 3:02:40	3002 WEST 6TH AVENUE
2017-004369	10	311	2017/1/12 3:14:34	8701 GEORGE J KING BOULEVARD
2017-004370	1	611	2017/1/12 3:17:31	1121 KAPIOLANI BOULEVARD
2017-004371	10	300	2017/1/12 3:19:06	8902 ASHLEY COURT
2017-004372	10	311	2017/1/12 3:31:53	1045 NORTHEAST 3RD STREET
2017-004373	1	143	2017/1/12 4:07:20	MOTORWAY ROAD
2017-004374	1	324	2017/1/12 4:08:30	NORTHEAST MULTNOMAH STREET
2017-004375	1	743	2017/1/12 4:08:59	2717 NORTHEAST KNOTT STREET
2017-004376	10	300	2017/1/12 4:09:01	218 SOUTHEAST 82ND AVENUE
2017-004377	10	311	2017/1/12 4:21:19	4800 BASELINE ROAD
2017-004378	1	744	2017/1/12 4:28:11	901 SEAVIEW AVENUE
2017-004379	1	736	2017/1/12 4:31:36	1901 19TH STREET NORTHWEST
2017-004380	11	321	2017/1/12 4:38:17	WEST JACKSON STREET
2017-004381	1	743	2017/1/12 4:43:34	7601 KALÄKAUA AVENUE
2017-004382	10	300	2017/1/12 4:46:28	9801 CORONATION AVENUE
2017-004383	1	324	2017/1/12 4:47:24	SERVICE ROAD
2017-004384	11	321	2017/1/12 4:49:44	UNKNOWN ADDRESS
2017-004385	1	735	2017/1/12 4:53:09	2101 SOUTHWEST SIMPSON AVENUE
2017-004386	1	740	2017/1/12 5:02:34	4760 BASELINE ROAD
2017-004387	10	300	2017/1/12 5:07:35	9201 DAIRY ROAD
2017-004388	11	321	2017/1/12 5:10:07	4801 WEST 7TH AVENUE
2017-004389	11	321	2017/1/12 5:19:02	3001 NORTHEAST 11TH STREET
2017-004390	10	311	2017/1/12 5:20:36	600 MANHATTAN DRIVE
2017-004391	11	321	2017/1/12 5:22:00	9501 YOUNG STREET
2017-004392	11	321	2017/1/12 5:22:30	1601 VALMONT ROAD
2017-004393	1	324	2017/1/12 5:28:34	KING AVENUE/DEVON PLACE
2017-004394	1	611	2017/1/12 6:01:38	1275 ALDER STREET
2017-004395	11	321	2017/1/12 6:08:41	2201 ISENBERG STREET
2017-004396	10	311	2017/1/12 6:09:34	10 NORTHWEST MINNESOTA AVENUE
2017-004397	1	745	2017/1/12 6:16:34	5401 ARENDALSVEIEN
2017-004398	11	321	2017/1/12 6:17:26	8435 NORTHEAST GLISAN STREET
2017-004399	11	321	2017/1/12 6:20:11	1001 SOUTH 8TH STREET
2017-004400	1	744	2017/1/12 6:32:30	1501 SOUTHEAST WASHINGTON STREET
2017-004401	11	321	2017/1/12 6:38:54	PEARL STREET
2017-004402	11	321	2017/1/12 6:41:10	1776 UNIVERSITY AVENUE
2017-004403	11	321	2017/1/12 6:46:44	3101 KEOLANI PLACE
2017-004404	1	324	2017/1/12 6:50:56	SHERWOOD MEADOWS DRIVE/GINGER PLACE
2017-004405	1	322	2017/1/12 6:59:44	4600 SOUTHEAST WOODSTOCK BOULEVARD
2017-004406	10	311	2017/1/12 6:59:49	3901 EAST 15TH AVENUE
2017-004407	1	554	2017/1/12 7:12:23	7101 SOUTHEAST FRANCIS STREET
2017-004408	1	324	2017/1/12 7:13:08	12TH AVENUE NORTHWEST
2017-004409	10	300	2017/1/12 7:16:52	4501 NORTHWEST PORTLAND AVENUE
2017-004410	11	321	2017/1/12 7:29:57	2534 SOUTHEAST BELMONT STREET
2017-004411	1	736	2017/1/12 7:35:14	3301 BROOKLAWN DRIVE
2017-004412	10	300	2017/1/12 7:43:51	DR. ERICHSENS VEI/TERJE LøVåS VEI
2017-004413	11	321	2017/1/12 7:44:59	601 WEST 13TH AVENUE
2017-004414	1	324	2017/1/12 7:47:08	SOUTHEAST DIVISION STREET
2017-004415	1	322	2017/1/12 7:53:10	KONA STREET
2017-004416	10	311	2017/1/12 7:53:14	DON HO STREET
2017-004417	1	324	2017/1/12 7:55:00	SOUTHEAST 36TH AVENUE/SOUTHEAST MORRISON STREET
2017-004418	11	321	2017/1/12 7:58:02	526 5TH AVENUE SE
2017-004419	11	321	2017/1/12 7:59:36	UNKNOWN ADDRESS
2017-004420	10	311	2017/1/12 8:05:10	2045 SOUTHEAST HAWTHORNE BOULEVARD
2017-004421	11	321	2017/1/12 8:33:18	375 SOUTHWEST POWERHOUSE DRIVE
2017-004422	10	311	2017/1/12 8:40:58	2101 SOUTHWEST SIMPSON AVENUE
2017-004423	11	321	2017/1/12 8:41:41	3655 NORTH ATLANTIC AVENUE
2017-004424	1	730	2017/1/12 8:41:42	7902 FRONT STREET NORTH
2017-004425	1	445	2017/1/12 8:45:50	8701 SYCAMORE WOODS LANE
2017-004426	11	321	2017/1/12 8:48:54	208-220 CENTERTOWN PLAZA
2017-004427	1	611	2017/1/12 8:53:27	5401 NORTHEAST HANCOCK STREET
2017-004428	1	743	2017/1/12 8:55:32	2501 EAST 17TH AVENUE
2017-004429	11	321	2017/1/12 8:57:31	8701 NORTHEAST 92ND AVENUE
2017-004430	11	321	2017/1/12 9:08:03	7202 NORTHEAST COUCH STREET
2017-004431	10	311	2017/1/12 9:08:10	200 SOUTHEAST STARK STREET
2017-004432	11	321	2017/1/12 9:13:59	2301 SOUTHWEST BADGER PLACE
2017-004433	1	322	2017/1/12 9:15:36	NORTHEAST 82ND AVENUE
2017-004434	11	321	2017/1/12 9:16:38	4901 SOUTHEAST FOSTER ROAD
2017-004435	1	324	2017/1/12 9:18:26	SERVICE ROAD
2017-004436	10	311	2017/1/12 9:19:02	8203 18TH STREET
2017-004437	11	321	2017/1/12 9:19:05	2101 NORTHEAST EMERSON AVENUE
2017-004438	11	321	2017/1/12 9:22:47	28TH STREET
2017-004439	1	411	2017/1/12 9:27:25	PRIMARY ROAD
2017-004440	1	622	2017/1/12 9:27:49	SERVICE ROAD
2017-004441	1	911	2017/1/12 9:31:33	6001 MAPLETON AVENUE
2017-004442	11	321	2017/1/12 9:34:20	2801 YOUNG STREET
2017-004443	11	321	2017/1/12 9:35:28	7130 SOUTHEAST CORA STREET
2017-004444	11	321	2017/1/12 9:38:35	3101 KEOLANI PLACE
2017-004445	10	311	2017/1/12 9:49:36	6526 SOUTHEAST FOSTER ROAD
2017-004446	11	321	2017/1/12 9:51:30	967 NORTHWEST BROOKS STREET
2017-004447	1	324	2017/1/12 9:53:48	LONGMONT DIAGONAL HIGHWAY
2017-004448	10	311	2017/1/12 9:55:26	655 SOUTHWEST POWERHOUSE DRIVE
2017-004449	1	324	2017/1/12 10:01:31	5TH AVENUE NORTHEAST/7TH STREET NORTHEAST
2017-004450	1	324	2017/1/12 10:01:41	SOUTHWEST BROOKLANE DRIVE
2017-004451	11	321	2017/1/12 10:07:20	UNKNOWN ADDRESS
2017-004452	1	324	2017/1/12 10:07:40	SERVICE ROAD
2017-004453	1	611	2017/1/12 10:10:19	8001 NORTHEAST COUCH STREET
2017-004454	1	500	2017/1/12 10:11:38	NORTHEAST COUCH STREET/NORTHEAST 15TH AVENUE
2017-004455	11	321	2017/1/12 10:12:25	4801 ARBORS CIRCLE
2017-004456	11	321	2017/1/12 10:13:48	5101 WEST 7TH AVENUE
2017-004457	10	300	2017/1/12 10:14:07	UNKNOWN ADDRESS
2017-004458	1010	321	2017/1/12 10:14:42	7401 RYCROFT STREET
2017-004459	1	611	2017/1/12 10:21:06	901 BASELINE ROAD
2017-004460	1	611	2017/1/12 10:29:14	SOUTHWEST BROOKLANE DRIVE
2017-004461	1	552	2017/1/12 10:32:00	1777 ALA MOANA BLVD
2017-004462	1010	321	2017/1/12 10:36:23	1450 ALA MOANA BOULEVARD
2017-004463	10	300	2017/1/12 10:36:58	8101 XAVIER STREET
2017-004464	1	611	2017/1/12 10:42:09	5805 SOUTHEAST GLADSTONE STREET
2017-004465	10	311	2017/1/12 10:42:57	3701 NORTHWEST HUNTER PLACE
2017-004466	1	324	2017/1/12 10:46:55	VESTERLED
2017-004467	10	300	2017/1/12 10:48:25	KAPIOLANI BOULEVARD
2017-004468	1	324	2017/1/12 10:55:09	MOBILE HOME PARK
2017-004469	1	733	2017/1/12 10:59:16	10002 EAST SUNSET WAY
2017-004470	1	611	2017/1/12 11:04:00	SERVICE ROAD
2017-004471	11	321	2017/1/12 11:05:46	4901 20TH STREET
2017-004472	10	300	2017/1/12 11:07:53	2201 SOUTHEAST 11TH AVENUE
2017-004473	1	324	2017/1/12 11:08:54	5101 KOA AVENUE
2017-004474	11	321	2017/1/12 11:10:49	SOUTHEAST 27TH AVENUE
2017-004475	10	311	2017/1/12 11:11:43	8901 MEADE AVENUE
2017-004476	10	300	2017/1/12 11:16:52	2501 NORTHEAST BENNINGTON WAY
2017-004477	1	735	2017/1/12 11:21:43	1001 VENETIAN WAY
2017-004478	1	600	2017/1/12 11:25:14	FOLSOM STREET
2017-004479	11	321	2017/1/12 11:29:07	1901 COLUMBIA DRIVE
2017-004480	11	321	2017/1/12 11:34:08	2201 WALNUT HOLLOW LANE
2017-004481	11	321	2017/1/12 11:34:31	1045 NORTHEAST 3RD STREET
2017-004482	1	611	2017/1/12 11:41:09	NORTH MAIN STREET
2017-004483	11	321	2017/1/12 11:43:54	4401 SOUTHEAST 82ND AVENUE
2017-004484	11	321	2017/1/12 11:46:44	5324 SOUTHEAST FOSTER ROAD
2017-004485	11	321	2017/1/12 11:47:19	9301 WEST 5TH AVENUE
2017-004486	11	321	2017/1/12 11:53:08	800 OCCIDENTAL AVENUE SOUTH
2017-004487	1	611	2017/1/12 11:54:33	5101 SOUTH KING STREET
2017-004488	1	251	2017/1/12 11:54:54	9601 SOUTHEAST TAYLOR STREET
2017-004489	1	611	2017/1/12 11:55:15	221 MAHALANI STREET
2017-004490	11	321	2017/1/12 11:55:48	3418 SOUTHEAST HAWTHORNE BOULEVARD
2017-004491	1	324	2017/1/12 12:00:03	NORTHEAST THOMPSON STREET
2017-004492	11	321	2017/1/12 12:00:37	850 NORTHWEST WALL STREET
2017-004493	10	300	2017/1/12 12:02:06	740 NORTHEAST 1ST STREET
2017-004494	1	551	2017/1/12 12:05:02	1501 NORTHEAST 11TH STREET
2017-004495	1	500	2017/1/12 12:06:18	7801 BASELINE ROAD
2017-004496	1	324	2017/1/12 12:06:31	NORTHEAST 87TH AVENUE/NORTHEAST FLANDERS STREET
2017-004497	1	911	2017/1/12 12:19:45	UNKNOWN ADDRESS
2017-004498	1	324	2017/1/12 12:20:51	MOTORWAY ROAD
2017-004499	1	324	2017/1/12 12:21:01	SOUTHEAST MADISON STREET/SOUTHEAST 22ND AVENUE
2017-004500	10	311	2017/1/12 12:31:37	3835 NORTHEAST HANCOCK STREET
2017-004501	11	321	2017/1/12 12:35:45	3501 SOUTHEAST 21ST AVENUE
2017-004502	1	331	2017/1/12 12:37:08	1155 ALPINE AVENUE
2017-004503	11	321	2017/1/12 12:40:58	601 34TH STREET
2017-004504	1	324	2017/1/12 12:46:18	9TH STREET SOUTHEAST
2017-004505	10	311	2017/1/12 12:47:28	6035 NORTHEAST HALSEY STREET
2017-004506	11	321	2017/1/12 12:50:55	8301 BRINGSVÃ¦RVEIEN
2017-004507	11	321	2017/1/12 12:51:18	10001 TORVET
2017-004508	10	300	2017/1/12 12:52:51	901 BASELINE ROAD
2017-004509	1	552	2017/1/12 12:52:53	1601 SOUTHEAST BELMONT STREET
2017-004510	11	321	2017/1/12 12:55:27	5501 SOUTHWEST 3RD STREET
2017-004511	1	600	2017/1/12 12:56:16	2005 NORTHEAST 42ND AVENUE
2017-004512	10	311	2017/1/12 12:56:33	UNKNOWN ADDRESS
2017-004513	1	740	2017/1/12 12:56:34	1901 WILLAMETTE STREET
2017-004514	1	745	2017/1/12 12:57:46	3101 IRIS AVENUE
2017-004515	1	611	2017/1/12 12:57:59	8401 NORTHWEST ROANOKE AVENUE
2017-004516	1	745	2017/1/12 12:58:18	5001 ULUNIU AVENUE
2017-004517	1	322	2017/1/12 13:02:55	NORTHEAST DAVIS STREET/NORTHEAST 69TH AVENUE
2017-004518	1000	611	2017/1/12 13:03:52	4111 NORTHEAST TILLAMOOK STREET
2017-004519	10	311	2017/1/12 13:05:55	901 BASELINE ROAD
2017-004520	1	745	2017/1/12 13:08:40	8001 FOLSOM STREET
2017-004521	1	324	2017/1/12 13:09:25	MOTORWAY ROAD
2017-004522	10	300	2017/1/12 13:11:22	1501 MEADE AVENUE
2017-004523	1	600	2017/1/12 13:11:24	SERVICE ROAD
2017-004524	11	321	2017/1/12 13:17:05	8701 SOUTHEAST 8TH AVENUE
2017-004525	1	611	2017/1/12 13:19:53	2728 SOUTHEAST ANKENY STREET
2017-004526	11	321	2017/1/12 13:23:52	9201 PEARL STREET MALL
2017-004528	1	531	2017/1/12 13:30:23	UNKNOWN ADDRESS
2017-004527	11	321	2017/1/12 13:30:23	7601 SOUTHEAST ANKENY STREET
2017-004529	1	324	2017/1/12 13:33:25	SERVICE ROAD
2017-004530	1	322	2017/1/12 13:37:10	SERVICE ROAD
2017-004531	1000	143	2017/1/12 13:38:14	6701 NORTHEAST REVERE AVENUE
2017-004532	10	300	2017/1/12 13:38:57	1502 NORTHEAST 65TH AVENUE
2017-004533	1	324	2017/1/12 13:39:46	SERVICE ROAD
2017-004534	11	321	2017/1/12 13:40:44	5918 SOUTHEAST BELMONT STREET
2017-004535	11	321	2017/1/12 13:41:14	1701 WEST HILLS ROAD
2017-004536	11	321	2017/1/12 13:41:52	1001 SOUTH 7TH STREET
2017-004537	11	321	2017/1/12 13:42:23	SERVICE ROAD
2017-004538	1	622	2017/1/12 13:43:44	28TH STREET
2017-004539	11	321	2017/1/12 13:49:22	8901 DELLFIELD LANE
2017-004540	1	251	2017/1/12 13:58:06	9701 10TH STREET NORTHEAST
2017-004541	1	800	2017/1/12 14:05:20	9701 WEST 10TH AVENUE
2017-004542	10	300	2017/1/12 14:05:33	2452 KALAKAUA AVENUE
2017-004543	1	413	2017/1/12 14:05:58	KINCAID STREET/EAST 19TH AVENUE
2017-004544	1	423	2017/1/12 14:06:17	3555 SOUTHEAST WASHINGTON STREET
2017-004545	11	321	2017/1/12 14:08:38	8301 16TH LANE NORTHEAST
2017-004546	11	321	2017/1/12 14:09:02	7401 FRONT STREET NORTH
2017-004547	1	611	2017/1/12 14:10:08	6001 NORTHWEST WALL STREET
2017-004548	1	622	2017/1/12 14:10:37	SOUTHEAST 35TH AVENUE/SOUTHEAST HAWTHORNE BOULEVARD
2017-004549	1000	611	2017/1/12 14:14:06	UNKNOWN ADDRESS
2017-004550	11	321	2017/1/12 14:15:44	201 SOUTHEAST 63RD AVENUE
2017-004551	1	324	2017/1/12 14:18:01	NORTHEAST 84TH AVENUE
2017-004552	1	324	2017/1/12 14:19:11	NORTHEAST 59TH AVENUE/NORTHEAST KLICKITAT STREET
2017-004553	11	321	2017/1/12 14:20:09	2801 YOUNG STREET
2017-004554	1	324	2017/1/12 14:21:21	GEORGETOWN DRIVE SOUTHEAST
2017-004555	1	440	2017/1/12 14:25:29	2001 WEST 11TH AVENUE
2017-004556	1	324	2017/1/12 14:29:39	NORTHWEST KINGSTON AVENUE/NORTHWEST 13TH STREET
2017-004557	10	300	2017/1/12 14:33:19	2335 KALAKAUA AVENUE
2017-004558	10	311	2017/1/12 14:35:29	1710 NORTHEAST MULTNOMAH STREET
2017-004559	11	321	2017/1/12 14:45:42	1236 SOUTHEAST IVON STREET
2017-004560	11	321	2017/1/12 14:46:35	NORTHEAST PACIFIC STREET/NORTHEAST 21ST AVENUE
2017-004561	10	311	2017/1/12 14:46:38	4111 NORTHEAST TILLAMOOK STREET
2017-004562	1	700	2017/1/12 14:47:38	8601 JOHAN MARKUSSENS VEI
2017-004563	1	322	2017/1/12 14:48:38	EAST 11TH AVENUE
2017-004564	11	321	2017/1/12 14:49:44	3901 COMMON STREET
2017-004565	1	324	2017/1/12 14:52:02	NORTHEAST BRAZEE STREET
2017-004566	1	611	2017/1/12 14:58:29	1135 13TH STREET
2017-004567	1	324	2017/1/12 14:58:42	ARENDALSVEIEN
2017-004568	1	324	2017/1/12 15:00:21	HIGH STREET/EAST 18TH AVENUE
2017-004569	11	321	2017/1/12 15:02:52	7801 T. H. BANFIELD FREEWAY
2017-004570	10	311	2017/1/12 15:03:00	UNKNOWN ADDRESS
2017-004571	1	324	2017/1/12 15:03:19	19TH STREET NORTHWEST
2017-004572	1	324	2017/1/12 15:04:29	SERVICE ROAD
2017-004573	1	622	2017/1/12 15:05:05	DREXEL STREET/DARLEY AVENUE
2017-004574	11	321	2017/1/12 15:05:35	1901 HEIL DRIVE
2017-004575	11	321	2017/1/12 15:11:20	406 22ND STREET NW
2017-004576	11	321	2017/1/12 15:11:49	5960 SOUTHEAST DIVISION STREET
2017-004577	11	321	2017/1/12 15:14:21	2920 SOUTHEAST 10TH AVENUE
2017-004578	11	321	2017/1/12 15:14:22	9101 SOUTHEAST ELLIOTT AVENUE
2017-004579	11	321	2017/1/12 15:15:26	701 WEST COCOA BEACH CAUSEWAY
2017-004580	10	311	2017/1/12 15:18:34	1501 NORTHEAST BROADWAY
2017-004581	1	611	2017/1/12 15:19:38	800 OCCIDENTAL AVENUE SOUTH
2017-004582	11	321	2017/1/12 15:29:20	2891 SOUTHEAST DIVISION STREET
2017-004583	11	321	2017/1/12 15:29:58	6801 SOUTHWEST ROSEBERRY STREET
2017-004584	11	321	2017/1/12 15:30:24	PRIMARY ROAD
2017-004585	11	321	2017/1/12 15:31:16	29 NORTHWEST GREELEY AVENUE
2017-004586	10	311	2017/1/12 15:35:18	8701 NORTHEAST 92ND AVENUE
2017-004587	10	300	2017/1/12 15:38:59	707 NORTHEAST 82ND AVENUE
2017-004588	10	300	2017/1/12 15:40:50	4950 BASELINE ROAD
2017-004589	1	743	2017/1/12 15:44:38	6919 SOUTHEAST GLADSTONE STREET
2017-004590	1000	745	2017/1/12 15:45:36	5801 SOUTHEAST 67TH AVENUE
2017-004591	10	311	2017/1/12 15:52:18	1045 NORTHEAST 3RD STREET
2017-004592	1	611	2017/1/12 15:57:42	810 NORTHEAST GREENWOOD AVENUE
2017-004593	11	321	2017/1/12 16:03:48	6301 NORTHEAST 55TH AVENUE
2017-004594	11	321	2017/1/12 16:13:11	9001 NORTHWEST 1ST STREET
2017-004595	10	300	2017/1/12 16:13:32	7002 2ND STREET NORTHWEST
2017-004596	10	311	2017/1/12 16:14:37	4802 REDSTONE LANE
2017-004597	11	321	2017/1/12 16:17:54	1044 AUAHI STREET
2017-004598	1	611	2017/1/12 16:19:23	3120 SOUTHEAST MILWAUKIE AVENUE
2017-004599	1	324	2017/1/12 16:20:15	SOUTHWEST FAIRHAVEN DRIVE/SOUTHWEST WHITESIDE DRIVE
2017-004600	10	300	2017/1/12 16:25:40	7601 KAPIOLANI BOULEVARD
2017-004601	10	300	2017/1/12 16:26:44	4301 TAFT DRIVE
2017-004602	1	743	2017/1/12 16:28:15	4801 BELL DRIVE
2017-004603	11	321	2017/1/12 16:29:07	900 NORTH ATLANTIC AVENUE
2017-004604	11	321	2017/1/12 16:32:40	1701 SOUTHEAST 32ND AVENUE
2017-004605	1	324	2017/1/12 16:33:23	CENTER GREEN DRIVE
2017-004606	11	321	2017/1/12 16:35:01	3366 SOUTHEAST DIVISION STREET
2017-004607	1	611	2017/1/12 16:38:37	301 SOUTHEAST STEPHENS STREET
2017-004608	11	321	2017/1/12 16:40:26	4760 BASELINE ROAD
2017-004609	11	321	2017/1/12 16:40:33	1301 COLORADO AVENUE
2017-004610	11	321	2017/1/12 16:40:50	7733 SOUTHEAST RAYMOND STREET
2017-004611	1	324	2017/1/12 16:43:23	26TH STREET
2017-004612	1	251	2017/1/12 16:48:45	NORTHEAST 80TH AVENUE/NORTHEAST COUCH STREET
2017-004613	10	311	2017/1/12 16:48:55	1710 NORTHEAST MULTNOMAH STREET
2017-004614	11	321	2017/1/12 16:53:52	8502 15TH AVENUE NORTHEAST
2017-004615	1	740	2017/1/12 16:53:52	1776 UNIVERSITY AVENUE
2017-004616	1	324	2017/1/12 16:54:04	KAILANA STREET
2017-004617	1	411	2017/1/12 16:58:11	10001 EAST 15TH AVENUE
2017-004618	10	311	2017/1/12 16:58:51	1505 NORTHEAST 40TH AVENUE
2017-004619	1	554	2017/1/12 17:00:06	4800 BASELINE ROAD
2017-004620	1	740	2017/1/12 17:05:44	7601 NORTHEAST COUCH STREET
2017-004621	1000	611	2017/1/12 17:07:19	5401 ALGAROBA STREET
2017-004622	11	321	2017/1/12 17:12:02	823 SOUTHEAST 3RD AVENUE
2017-004623	1	324	2017/1/12 17:17:52	MOTORWAY_LINK ROAD
2017-004624	1	500	2017/1/12 17:21:30	601 CARPENTER ROAD
2017-004625	1	622	2017/1/12 17:28:39	MOTORWAY_LINK ROAD
2017-004626	11	321	2017/1/12 17:38:22	2701 SOUTHWEST MOUNT CEDAR DRIVE
2017-004627	1	324	2017/1/12 17:43:42	SOUTHEAST 17TH AVENUE
2017-004628	1	500	2017/1/12 17:44:31	SOUTHEAST 38TH AVENUE/SOUTHEAST STARK STREET
2017-004629	1	510	2017/1/12 17:44:38	888 SOUTH KING STREET
2017-004630	1	324	2017/1/12 17:44:53	SOUTHEAST DIVISION STREET
2017-004631	1	611	2017/1/12 17:46:22	1275 ALDER STREET
2017-004632	1	322	2017/1/12 17:48:37	NORTHEAST 82ND AVENUE
2017-004633	1	324	2017/1/12 17:55:36	NORTHEAST 61ST AVENUE/NORTHEAST HALSEY STREET
2017-004634	11	321	2017/1/12 17:56:21	5301 SOUTHWEST DAKOTA AVENUE
2017-004635	10	311	2017/1/12 18:05:14	722 EAST BURNSIDE STREET
2017-004636	1	324	2017/1/12 18:08:00	SOUTHEAST DIVISION STREET/SOUTHEAST 69TH AVENUE
2017-004637	10	300	2017/1/12 18:10:18	8302 SOUTHEAST 31ST AVENUE
2017-004638	10	300	2017/1/12 18:11:50	WAIMANU STREET
2017-004639	11	321	2017/1/12 18:14:15	NORTHEAST WISTARIA DRIVE
2017-004640	1	142	2017/1/12 18:16:02	680 SOUTHWEST POWERHOUSE DRIVE
2017-004641	1	622	2017/1/12 18:16:33	NORTHWEST ROANOKE AVENUE/NORTHWEST AWBREY ROAD
2017-004642	10	311	2017/1/12 18:17:22	1921,1923,1925,1927,1929,1931,1933,1935,1937,1939,2003,2005 NORTHEAST SCHUYLER STREET
2017-004643	11	321	2017/1/12 18:25:55	7201 SOUTHWEST HOPKINS AVENUE
2017-004644	11	321	2017/1/12 18:26:02	7901 SOUTHEAST DIVISION STREET
2017-004645	11	321	2017/1/12 18:27:22	1701 WILLAMETTE STREET
2017-004646	1	324	2017/1/12 18:27:26	NORTHWEST MALL STREET/17TH AVENUE NORTHWEST
2017-004647	1000	324	2017/1/12 18:31:57	SOUTHEAST HARRISON STREET
2017-004648	1	445	2017/1/12 18:32:38	1801 NORTHEAST MULTNOMAH STREET
2017-004649	1	531	2017/1/12 18:32:40	5101 SOUTHEAST POWELL BOULEVARD
2017-004650	1	324	2017/1/12 18:36:34	BERG BOULEVARD SOUTHEAST
2017-004651	1	324	2017/1/12 18:36:47	BRUCE AVENUE
2017-004652	10	311	2017/1/12 18:39:54	6001 CRIPPLE CREEK TRAIL
2017-004653	11	321	2017/1/12 18:45:09	4901 EAST LAKE SAMMAMISH PARKWAY SOUTHEAST
2017-004654	1	745	2017/1/12 18:45:49	876 EAST 12TH AVENUE
2017-004655	10	300	2017/1/12 18:46:41	NORTHEAST KLICKITAT STREET
2017-004656	1	700	2017/1/12 18:50:08	NORTHEAST OLNEY COURT/NORTHEAST 8TH STREET
2017-004657	1	745	2017/1/12 18:51:42	2762 NORTHEAST BROADWAY
2017-004658	1	500	2017/1/12 18:53:02	3900 SOUTHEAST 82ND AVENUE
2017-004659	1	743	2017/1/12 18:56:06	UNKNOWN ADDRESS
2017-004660	11	321	2017/1/12 18:59:34	1255 HILYARD
2017-004661	1000	622	2017/1/12 19:00:05	UNKNOWN ADDRESS
2017-004662	1	324	2017/1/12 19:01:13	ASTRONAUT BOULEVARD
2017-004663	1	324	2017/1/12 19:03:08	4805 NORTHEAST GLISAN STREET
2017-004664	1	611	2017/1/12 19:04:01	4808 WEST MOORHEAD CIRCLE
2017-004665	11	321	2017/1/12 19:04:49	5801 NORTHEAST SEWARD AVENUE
2017-004666	10	311	2017/1/12 19:06:44	301 SOUTHEAST YEW LANE
2017-004667	11	321	2017/1/12 19:10:55	1255 HILYARD
2017-004668	11	321	2017/1/12 19:11:00	5401 WEST HILLS ROAD
2017-004669	1	131	2017/1/12 19:14:53	11TH STREET/FOREST AVENUE
2017-004670	1	324	2017/1/12 19:15:22	CAPE ROAD
2017-004671	10	311	2017/1/12 19:23:50	5019 SOUTHEAST RHONE STREET
2017-004672	10	311	2017/1/12 19:24:58	2501 NORTHEAST 12TH STREET
2017-004673	1	324	2017/1/12 19:33:57	NORTHEAST 60TH AVENUE
2017-004674	10	300	2017/1/12 19:34:23	3031 SOUTHEAST HAWTHORNE BOULEVARD
2017-004675	1	551	2017/1/12 19:35:58	UNKNOWN ADDRESS
2017-004676	1	324	2017/1/12 19:36:47	SERVICE ROAD
2017-004677	11	321	2017/1/12 19:39:18	10001 LARKWOOD COURT
2017-004678	1	324	2017/1/12 19:42:09	SOUTHEAST SCHILLER STREET
2017-004679	1	511	2017/1/12 19:49:03	4909 SOUTHEAST POWELL BOULEVARD
2017-004680	10	311	2017/1/12 19:50:05	1045 NORTHEAST 3RD STREET
2017-004681	1	740	2017/1/12 20:01:41	5802 NORTH STREET
2017-004682	10	300	2017/1/12 20:02:17	8101 NORTHEAST SEWARD AVENUE
2017-004683	10	300	2017/1/12 20:02:29	UNKNOWN ADDRESS
2017-004684	11	321	2017/1/12 20:06:13	6301 SOUTHEAST YAMHILL STREET
2017-004685	1	743	2017/1/12 20:07:32	9501 SOUTHEAST RHONE STREET
2017-004686	1	324	2017/1/12 20:08:18	SOUTHEAST CLINTON STREET/SOUTHEAST 59TH AVENUE
2017-004687	11	321	2017/1/12 20:08:59	4111 NORTHEAST TILLAMOOK STREET
