Date,Nature Code,Address,Call ID,First In Unit,Call Processing Time,Initial Response,Full Complement,Full Overwhelm?,Partial Overwhelm?,Has Response(s),Remarks,Level 1 Cause,Level 2 Cause,Custom Content,Region,Dispatch Rule,Response Plan,X Coordinate,Y Coordinate,Longitude,Latitude
01/17/2017 14:39:10,151,10001 MOSS STREET,2017-006434,E3,0,4.170817,4.170817,N,N,Y,,Fire,Outdoor Fire,,Atlantis,Catchall Rule,Generic Response,6939605.847,396638.5788,-125.35429,44.65055
01/17/2017 14:40:18,311,3275 APACHE ROAD,2017-006435,M63,0,5.594633,5.594633,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6929686.679,413420.0735,-125.39624,44.69486
01/17/2017 14:46:52,321,7301 LAWRENCE STREET,2017-006436,E31,0,3.408567,5.416317,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6931441.621,400400.9142,-125.38648,44.6595
01/17/2017 14:47:44,324,8TH AVENUE SOUTH,2017-006437,E75,0,4.742917,4.742917,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6942432.756,445661.1309,-125.35476,44.78525
01/17/2017 14:48:52,324,SERVICE ROAD,2017-006438,E20,0,5.45485,5.45485,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6956479.859,425268.3709,-125.29609,44.73171
01/17/2017 14:51:23,324,MONEVEIEN,2017-006439,E58,0,4.5783,4.5783,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6960449.209,400435.5101,-125.2752,44.66435
01/17/2017 14:53:47,311,3701 WICKHAM WAY,2017-006440,M13,0,5.452583,5.452583,N,N,Y,,EMS,BLS,,Gramsham,EMS rule,BLS Response,6944623.518,389165.5195,-125.33333,44.63092
01/17/2017 15:01:21,300,2330 KALAKAUA AVENUE,2017-006441,M79,0,5.433217,5.433217,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6919385.56,419585.4422,-125.43723,44.71002
01/17/2017 15:03:04,311,UNKNOWN ADDRESS,2017-006442,M3,0,5.3837,5.3837,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6943359.02,396373.4444,-125.33983,44.65044
01/17/2017 15:03:48,321,SOUTHEAST OAK STREET,2017-006443,E52,0,2.106117,4.956983,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6938282.519,419824.0701,-125.36473,44.71382
01/17/2017 15:05:40,324,MINNESOTA AVENUE/SOUTH 5TH STREET,2017-006444,E74,0,4.331733,4.331733,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6943791.68,447609.8554,-125.34998,44.79081
01/17/2017 15:08:29,321,4040 SOUTHEAST 82ND AVENUE,2017-006445,E55,0,2.715467,5.370433,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6953884.018,408988.4895,-125.30234,44.68671
01/17/2017 15:15:16,321,5405 SOUTHEAST WOODWARD STREET,2017-006446,E49,0,3.372617,5.346617,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6945663.759,413286.3671,-125.33488,44.69713
01/17/2017 15:15:30,551,8435 NORTHEAST GLISAN STREET,2017-006447,E20,0,2.93355,2.93355,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6954229.15,422015.1328,-125.30399,44.72243
01/17/2017 15:15:49,311,5324 SOUTHEAST FOSTER ROAD,2017-006448,M39,0,4.918183,4.918183,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6945272.429,410061.0307,-125.33564,44.68824
01/17/2017 15:16:18,311,6902 12TH AVENUE NORTHWEST,2017-006449,M68,0,4.603567,4.603567,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6948105.964,437556.4812,-125.33108,44.76399
01/17/2017 15:17:21,321,1045 NORTHEAST 3RD STREET,2017-006450,M1,0,2.2754,2.2754,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6940096.283,435459.0106,-125.36138,44.75693
01/17/2017 15:17:28,744,345 WEST 13TH AVENUE,2017-006451,E31,0,3.8185,3.8185,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6931675.061,399953.3019,-125.38548,44.65832
01/17/2017 15:20:46,311,NORTHEAST SACRAMENTO STREET,2017-006452,M12,0,5.065317,5.065317,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6948432.366,426741.3747,-125.32734,44.73443
01/17/2017 15:26:23,321,6401 NORTHWEST CUMBERLAND AVENUE,2017-006453,E47,0,4.956633,5.822933,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6932185.392,433265.8568,-125.39127,44.74961
01/17/2017 15:42:37,324,SOUTHEAST STEPHENS STREET,2017-006454,E39,0,3.533817,3.533817,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6939750.874,415850.2648,-125.35817,44.70318
01/17/2017 15:44:34,611,900 NORTH ATLANTIC AVENUE,2017-006455,E77,0,5.44505,5.44505,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6994032.126,372238.4943,-125.14011,44.5925
01/17/2017 15:47:54,324,ALA MOANA BOULEVARD/ATKINSON DRIVE,2017-006456,E79,0,2.492567,2.492567,N,N,Y,,MVA,MVA N.O.S.,,Paradise Island,Catchall Rule,Generic Response,6915542.396,422581.8852,-125.45269,44.71758
01/17/2017 15:48:46,321,2604 NORTHEAST 37TH AVENUE,2017-006457,M23,0,1.9492,1.9492,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6941902.716,427531.2489,-125.35261,44.73552
01/17/2017 15:50:08,324,SOUTH KING STREET,2017-006458,L79,0,2.818433,2.818433,N,N,Y,,MVA,MVA N.O.S.,,Paradise Island,Catchall Rule,Generic Response,6915455.679,425427.4386,-125.4537,44.72536
01/17/2017 15:50:27,321,4000 SOUTHEAST 82ND AVENUE,2017-006459,E55,0,2.346717,5.276633,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6953444.939,409017.305,-125.30403,44.68671
01/17/2017 15:54:20,324,NORTHEAST OREGON STREET/NORTHEAST 91ST AVENUE,2017-006460,E37,0,4.795483,4.795483,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6955828.202,421915.2038,-125.29783,44.72242
01/17/2017 15:54:56,321,CORONATION AVENUE/IMPERIAL DRIVE,2017-006461,M13,0,5.181067,5.181067,N,N,Y,,EMS,ALS,,Gramsham,ALS Rule,ALS Response,6935996.811,389285.0586,-125.36643,44.62982
01/17/2017 16:01:48,324,UNIVERSITY STREET,2017-006462,E3,0,3.53365,3.53365,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6937620.634,397522.8003,-125.36211,44.65265
01/17/2017 16:02:47,321,701 ROCKY FORK COURT,2017-006463,E56,0,3.986933,7.15265,N,N,Y,,EMS,ALS,,Gramsham,ALS Rule,ALS Response,6943944.381,383455.666,-125.33462,44.61517
01/17/2017 16:05:07,311,701 THURM BOULEVARD,2017-006464,M78,0,3.445233,3.445233,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6992771.911,390727.416,-125.14902,44.64294
01/17/2017 16:06:55,600,3101 NORTHWEST STANNIUM ROAD,2017-006465,E38,0,5.097333,5.097333,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6931346.079,435606.0684,-125.39504,44.75588
01/17/2017 16:11:39,321,MOTORWAY_LINK ROAD,2017-006466,E17,0,2.539867,5.088917,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6934510.727,423679.0221,-125.38011,44.72375
01/17/2017 16:11:49,600,CAPE ROAD,2017-006467,E57,0,5.78585,5.78585,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,7007810.226,424061.1148,-125.09862,44.73658
01/17/2017 16:13:24,251,3155 EAST BURNSIDE STREET,2017-006468,E52,0,3.875533,3.875533,N,N,Y,,Fire,Explosion,,Atlantis,Catchall Rule,Generic Response,6939564.901,420911.4334,-125.36005,44.71701
01/17/2017 16:15:20,611,9401 HAWTHORN AVENUE,2017-006469,E6,0,4.423433,4.423433,N,N,Y,,Fire,Good Intent,,Paradise Island,Catchall Rule,Generic Response,6922190.605,426559.9341,-125.4281,44.72959
01/17/2017 16:20:13,611,RESIDENTIAL ROAD,2017-006470,E78,0,9.144283,9.144283,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,7015747.875,408247.2826,-125.06468,44.69451
01/17/2017 16:21:13,321,4840 SOUTHWEST PHILOMATH BOULEVARD,2017-006471,E76,0,4.763783,5.2385,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6946706.492,402458.8092,-125.32839,44.66766
01/17/2017 16:21:22,300,7101 17TH STREET NORTHWEST,2017-006472,M74,0,4.95575,4.95575,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6942513.681,456521.8689,-125.35696,44.815
01/17/2017 16:21:26,321,6101 NORTHEAST 69TH AVENUE,2017-006473,E20,0,4.1255,4.312433,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6950291.409,423578.7318,-125.31947,44.72607
01/17/2017 16:21:38,321,1ST STREET WEST/6TH AVENUE SOUTHWEST,2017-006474,M19,0,4.3345,4.3345,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6959066.585,422181.1321,-125.28545,44.72367
01/17/2017 16:22:00,745,101 NORTHEAST SANDY BOULEVARD,2017-006475,E12,0,3.643383,3.643383,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6949916.683,428801.0289,-125.32211,44.74031
01/17/2017 16:23:05,300,701 SOUTHEAST 28TH AVENUE,2017-006476,M39,0,5.219933,5.219933,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6938152.296,420779.6695,-125.36545,44.71641
01/17/2017 16:26:56,322,VALMONT ROAD,2017-006477,E71,0,2.3272,2.3272,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6928542.629,424268.2058,-125.40316,44.72437
01/17/2017 16:29:46,740,3188 NORTH HIGHWAY 97,2017-006478,E1,0,5.457033,5.457033,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6940428.607,442992.9626,-125.36185,44.77761
01/17/2017 16:30:01,321,3401 MOUNT PILCHUCK AVENUE SOUTHWEST,2017-006479,M3,0,5.628083,5.628083,N,N,Y,,EMS,ALS,,Gramsham,ALS Rule,ALS Response,6933648.254,394865.7094,-125.37673,44.64471
01/17/2017 16:34:09,322,1200 OAK STREET,2017-006480,E31,0,4.5278,4.5278,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6933378.786,400146.5678,-125.37899,44.65913
01/17/2017 16:43:33,142,8101 YOUNG STREET,2017-006481,E79,0,3.38245,3.38245,N,N,Y,,Fire,Outdoor Fire,,Paradise Island,Catchall Rule,Generic Response,6915022.998,425832.3987,-125.45545,44.72639
01/17/2017 16:45:29,311,9301 SOUTHEAST ANKENY STREET,2017-006482,M71,0,5.2735,5.2735,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6933093.465,421054.6796,-125.38494,44.71633
01/17/2017 16:51:28,321,9601 SOUTHEAST MAIN STREET,2017-006483,E7,0,2.994517,5.7999,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6931837.044,417940.7346,-125.38904,44.70759
01/17/2017 16:58:58,321,601 EAST 15TH AVENUE,2017-006484,M3,0,4.0827,4.0827,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6941313.62,398528.8478,-125.34817,44.65601
01/17/2017 17:01:21,321,1600 PLEASANT STREET,2017-006485,E8,0,4.656,5.666267,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6924315.893,417780.2068,-125.41788,44.7059
01/17/2017 17:01:57,743,2100 28TH STREET,2017-006486,E71,0,2.595233,2.595233,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6928541.898,422409.9939,-125.40273,44.71928
01/17/2017 17:03:41,746,7501 GRAPEWOOD LANE,2017-006487,E54,0,4.192633,4.192633,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6927391.103,426035.5578,-125.408,44.72902
01/17/2017 17:05:06,500,MOTORWAY ROAD,2017-006488,E6,0,4.36475,4.36475,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6922368.584,418252.2645,-125.42546,44.70687
01/17/2017 17:06:36,321,4602 TABLE MESA DRIVE,2017-006489,E4,0,3.226283,4.3795,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6929429.387,408901.5473,-125.39618,44.68245
01/17/2017 17:07:18,142,8101 SOUTHEAST ASH STREET,2017-006490,E17,0,3.888933,3.888933,N,N,Y,,Fire,Outdoor Fire,,Atlantis,Catchall Rule,Generic Response,6935933.657,420429.7704,-125.37389,44.71509
01/17/2017 17:11:21,321,2802 SOUTHEAST 28TH PLACE,2017-006491,M39,0,2.746933,2.746933,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6937884.156,413419.7665,-125.36477,44.69622
01/17/2017 17:11:28,321,5101 DOLE STREET,2017-006492,M79,0,4.69795,4.69795,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6919567.277,424761.382,-125.43775,44.72422
01/17/2017 17:13:19,324,SERVICE ROAD,2017-006493,E68,0,4.5039,4.5039,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6953105.574,436087.5733,-125.31153,44.76078
01/17/2017 17:17:59,324,BAIT STREET/SEXTANT STREET,2017-006494,E78,0,6.088217,6.088217,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,7002445.909,398339.9892,-125.11358,44.66531
01/17/2017 17:25:23,321,5901 22ND STREET,2017-006495,E8,0,4.6208,5.06435,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6925945.447,419316.3042,-125.41198,44.71038
01/17/2017 17:26:16,441,HILYARD STREET,2017-006496,E3,0,4.6094,4.6094,N,N,Y,,Hazardous Condition,Hazardous Condition N.O.S.,,Atlantis,Catchall Rule,Generic Response,6935782.88,401581.2339,-125.3701,44.66346
01/17/2017 17:30:56,510,NORTHEAST COUCH STREET/EAST BURNSIDE STREET,2017-006497,E7,0,3.8417,3.8417,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6931628.191,421316.8133,-125.39063,44.7168
01/17/2017 17:31:48,321,703 SOUTHEAST 29TH AVENUE,2017-006498,E52,0,1.361783,4.681783,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6938331.254,418967.1372,-125.36434,44.71148
01/17/2017 17:36:01,321,EAST COCOA BEACH CAUSEWAY,2017-006499,E77,0,2.364067,6.006583,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6995822.287,379838.8066,-125.13492,44.6136
01/17/2017 17:37:28,322,SERVICE ROAD,2017-006500,E55,0,2.51485,2.51485,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6953260.059,409382.9816,-125.30482,44.68769
01/17/2017 17:38:31,324,NORTH MAIN STREET,2017-006501,E19,0,4.1749,4.1749,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6961108.531,423872.2571,-125.27799,44.72864
01/17/2017 17:40:37,321,3500 SOUTHEAST HAWTHORNE BOULEVARD,2017-006502,M39,0,3.258817,4.246167,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6940249.002,416687.4474,-125.35645,44.70555
01/17/2017 17:46:42,321,3101 KEOLANI PLACE,2017-006503,E24,0,1.8161,5.312517,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6913023.377,430557.2616,-125.46425,44.73899
01/17/2017 17:49:14,324,28TH STREET,2017-006504,E71,0,2.124567,2.124567,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6928355.564,424251.3775,-125.40388,44.72429
01/17/2017 17:58:21,321,4301 EAST 13TH AVENUE,2017-006505,M3,0,2.934367,2.934367,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6937004.101,399739.1543,-125.36499,44.65861
01/17/2017 17:58:54,321,SOUTHEAST BELMONT STREET,2017-006506,E7,0,3.00965,5.221917,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6930777.681,418980.2858,-125.39335,44.71027
01/17/2017 17:59:22,321,9001 SOUTHWEST CEDARGLADE DRIVE,2017-006507,M13,0,5.935367,5.935367,N,N,Y,,EMS,ALS,,Gramsham,ALS Rule,ALS Response,6934246.871,392865.7125,-125.37397,44.63934
01/17/2017 18:03:28,143,6201 CHAPELFIELD ROAD,2017-006508,E3,0,4.89875,4.89875,N,N,Y,,Fire,Outdoor Fire,,Gramsham,Catchall Rule,Generic Response,6937933.909,388784.0894,-125.35889,44.62877
01/17/2017 18:03:59,300,EAST BURNSIDE STREET,2017-006509,M39,0,5.438433,5.438433,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6937220.061,420944.6452,-125.36907,44.71671
01/17/2017 18:04:12,321,2449 PINE STREET,2017-006510,E71,0,3.344617,5.9646,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6926790.724,422483.5663,-125.40947,44.71919
01/17/2017 18:05:38,740,UNKNOWN ADDRESS,2017-006511,E27,0,5.259,5.259,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6938515.956,400442.5297,-125.35935,44.66079
01/17/2017 18:06:43,324,SOUTH 6TH STREET/BELMONT ROAD,2017-006512,E74,0,4.576617,4.576617,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6942829.52,447979.0574,-125.35377,44.79166
01/17/2017 18:08:05,700,7901 6TH AVENUE SOUTHWEST,2017-006513,E34,0,4.323467,4.323467,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6959460.683,420254.9692,-125.2835,44.71846
01/17/2017 18:08:54,300,6101 22ND STREET,2017-006514,M71,0,3.725533,3.725533,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6926146.301,418985.0642,-125.41113,44.70951
01/17/2017 18:17:53,324,INNERSTATE 180/SOUTHEAST HOLGATE BOULEVARD,2017-006515,E32,0,3.9683,3.9683,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6943657.7,408491.6665,-125.34148,44.68367
01/17/2017 18:17:59,710,UNKNOWN ADDRESS,2017-006516,E2,0,3.264067,3.264067,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6941628.506,417372.8081,-125.35131,44.70766
01/17/2017 18:19:53,311,8435 NORTHEAST GLISAN STREET,2017-006517,M18,0,4.47765,4.47765,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6954533.633,421382.2107,-125.30268,44.72075
01/17/2017 18:20:24,324,NORTHEAST 33RD AVENUE,2017-006518,E23,0,3.047483,3.047483,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6940365.637,427985.4905,-125.35861,44.73651
01/17/2017 18:23:50,321,4701 ASTRONAUT BOULEVARD,2017-006519,M78,0,2.0548,2.0548,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6994617.664,391075.1048,-125.14202,44.64418
01/17/2017 18:24:50,412,5201 JONSOL COURT,2017-006520,E56,0,3.9661,3.9661,N,N,Y,,Hazardous Condition,Hazardous Condition N.O.S.,,Gramsham,Catchall Rule,Generic Response,6945131.325,384602.298,-125.33033,44.6185
01/17/2017 18:26:02,321,8401 SOUTHEAST MADISON STREET,2017-006521,E52,0,4.4609,5.055633,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6935372.845,417296.1603,-125.37531,44.70642
01/17/2017 18:30:05,331,801 SOUTHEAST 59TH AVENUE,2017-006522,E49,0,3.308467,3.308467,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6946998.521,415278.82,-125.33021,44.70281
01/17/2017 18:31:18,611,UNKNOWN ADDRESS,2017-006523,L49,0,3.127967,3.127967,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6943890.485,413947.5399,-125.34184,44.69865
01/17/2017 18:31:32,300,NORTHEAST 29TH AVENUE/EAST BURNSIDE STREET,2017-006524,M2,0,5.196117,5.196117,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6938574.49,420865.9569,-125.36385,44.71672
01/17/2017 18:33:31,531,SOUTHEAST BOISE STREET/SOUTHEAST 16TH AVENUE,2017-006525,E41,0,4.1904,4.1904,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6934412.258,409946.1305,-125.3773,44.68613
01/17/2017 18:33:35,745,6701 MARTIN LUTHER KING JUNIOR BOULEVARD,2017-006526,E27,0,2.910717,2.910717,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6938538.29,404345.1988,-125.36016,44.67148
01/17/2017 18:34:05,324,SOUTHEAST 71ST AVENUE/SOUTHEAST RHONE STREET,2017-006527,E55,0,4.126783,4.126783,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6949839.004,410111.9846,-125.31812,44.68912
01/17/2017 18:34:25,311,3703 AGATE STREET,2017-006528,M3,0,3.021783,3.021783,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6939021.152,397972.4911,-125.35684,44.65411
01/17/2017 18:36:25,611,2801 WARD AVENUE,2017-006529,E14,0,3.717467,3.717467,N,N,Y,,Fire,Good Intent,,Paradise Island,Catchall Rule,Generic Response,6913124.261,425489.979,-125.46266,44.72514
01/17/2017 18:41:47,561,2334 SOUTH KING STREET,2017-006530,E6,0,4.274733,4.274733,N,N,Y,,Service,Service N.O.S.,,Paradise Island,Catchall Rule,Generic Response,6919659.624,423687.0508,-125.43714,44.7213
01/17/2017 18:43:43,552,10001 NORTHWEST OLNEY AVENUE,2017-006531,E1,0,4.074817,4.074817,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6938716.23,436665.8914,-125.36696,44.76
01/17/2017 18:48:11,324,YALE ROAD,2017-006532,E63,0,3.371467,3.371467,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6928033.109,408408.8558,-125.40142,44.68086
01/17/2017 18:48:56,531,NORTHWEST PORTLAND AVENUE,2017-006533,E38,0,4.279333,4.279333,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6932220.978,437177.7247,-125.39204,44.76033
01/17/2017 18:49:20,311,3188 NORTH HIGHWAY 97,2017-006534,M1,0,5.457033,5.457033,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6940428.607,442992.9626,-125.36185,44.77761
01/17/2017 18:54:21,324,SOUTHEAST 57TH AVENUE,2017-006535,E76,0,4.672817,4.672817,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6945665.824,403756.984,-125.33268,44.67104
01/17/2017 18:55:01,324,MOTORWAY ROAD,2017-006536,L38,0,1.81925,1.81925,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6935910,437148.9343,-125.37786,44.76086
01/17/2017 18:58:54,111,310 WEST KAAHUMANU AVENUE,2017-006537,E61,0,4.423217,5.812533,N,N,Y,,Fire,Structure Fire,,Paradise Island,Structure Fire Rule,First Alarm Response,6903431.209,431019.6677,-125.5012,44.73864
01/17/2017 19:03:01,321,2001 FOREST AVENUE,2017-006538,M71,0,4.326983,4.326983,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6925979.224,425483.2984,-125.41329,44.72727
01/17/2017 19:03:37,622,LONGMONT DIAGONAL HIGHWAY/FOOTHILLS PARKWAY,2017-006539,E47,0,2.078883,2.078883,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6932066.916,427190.8317,-125.39031,44.73296
01/17/2017 19:06:55,321,9702 SOUTHEAST OAK STREET,2017-006540,E7,0,2.7157,5.953017,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6932259.43,420293.2218,-125.38796,44.71411
01/17/2017 19:07:47,744,6101 PARK DRIVE NORTHEAST,2017-006541,E29,0,2.223917,2.223917,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6960583.569,430624.5636,-125.28154,44.74704
01/17/2017 19:10:51,321,1020 SOUTHEAST 7TH AVENUE,2017-006542,E52,0,4.981367,5.801583,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6932605.283,418499.14,-125.38622,44.70925
01/17/2017 19:11:11,531,845 NORTHWEST DELAWARE AVENUE,2017-006543,E1,0,5.309633,5.309633,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6935828.945,432930.748,-125.37719,44.7493
01/17/2017 19:14:01,611,349 OLDE RIDENOUR ROAD,2017-006544,E13,0,3.8484,3.8484,N,N,Y,,Fire,Good Intent,,Gramsham,Catchall Rule,Generic Response,6939132.16,388745.7621,-125.35429,44.62886
01/17/2017 19:19:39,700,1401 NORTHEAST EVERETT STREET,2017-006545,E18,0,3.327867,3.327867,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6953090.932,420636.3399,-125.30805,44.71847
01/17/2017 19:26:57,600,6402 TOEDTLI DRIVE,2017-006546,E4,0,3.6837,3.6837,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6931640.157,405941.2961,-125.387,44.67471
01/17/2017 19:32:03,300,SERVICE ROAD,2017-006547,M78,0,4.77425,4.77425,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6995509.85,387472.6828,-125.1378,44.63446
01/17/2017 19:36:28,321,9301 SOUTHEAST HOLGATE BOULEVARD,2017-006548,E41,0,3.6173,5.5371,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6934851.228,409306.5838,-125.37546,44.68445
01/17/2017 19:46:31,321,2129 SOUTHEAST 10TH AVENUE,2017-006549,E73,0,3.5169,4.381883,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6933032.784,415483.5909,-125.38388,44.70107
01/17/2017 19:50:20,321,8801 SOUTH 6TH STREET,2017-006550,E42,0,2.592133,5.9629,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6955502.658,405790.1273,-125.2954,44.67821
01/17/2017 19:50:33,321,7601 SOUTHEAST 76TH AVENUE,2017-006551,E55,0,2.819633,5.831983,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6951352.196,409541.4239,-125.31218,44.68781
01/17/2017 19:52:47,735,6701 KINCAID ST.,2017-006552,E3,0,3.1638,3.1638,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6936820.816,399861.8061,-125.36572,44.65892
01/17/2017 19:53:46,321,8701 SOUTHEAST SALMON STREET,2017-006553,E7,0,3.7108,5.581983,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6934389.622,417868.6793,-125.37922,44.70782
